Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Te kepa,Male,30,Tianjin,1,1,1,0,637,19611.17,150288,1
Wo lIaobu,Male,32,Tianjin,8,1,1,0,646,14935.34,129639,1
Zhong Guoren,Female,64,Tianjin,6,1,1,1,579,31373.56,178615,0
Li Zhi,Male,30,Tianjin,4,1,0,0,759,1662.29,125217,0
Ni Bai,Female,39,Beijing,6,2,1,0,656,26973.2,0,0
Zhao Lao,Male,63,Beijing,6,1,1,1,431,32123.93,198009,0
Qi Hui,Female,55,Shanghai,4,1,1,0,420,27699.86,113029,1
Zen Meban,Female,18,Tianjin,3,1,0,0,716,37728.89,158355,0
Wang Qiang,Female,57,Shanghai,8,2,1,1,850,25296.07,155935,0
Guo Hechai,Male,34,Beijing,7,2,1,1,671,5045.45,131123,0
Na De,Female,38,Tianjin,8,2,1,1,608,26210.29,127494,0
Te kepa,Female,28,Shanghai,8,1,1,0,578,34002.82,198759,0
Jiu Zheyang,Female,35,Shanghai,5,1,1,1,512,3591.86,153234,0
Qiu Ba,Male,45,Tianjin,4,1,1,0,770,5002.62,136242,1
Er Shiduo,Female,23,Tianjin,7,1,1,0,702,21912.8,121494,0
Ba Genru,Male,37,Beijing,7,1,1,0,656,29284.5,138118,0
Ren Gui,Female,40,Shanghai,4,1,1,1,641,9885.86,124341,0
Li Si,Female,38,Shanghai,6,1,1,1,689,2329.28,148856,0
Qiu Ba,Male,38,Tianjin,6,1,1,1,696,1533.17,175049,0
Qi Moamao,Female,41,Beijing,5,1,0,0,655,6988.14,0,1
Si Shiba,Female,39,Beijing,6,1,0,0,744,2038.73,0,0
Qi Fei,Female,41,Beijing,2,1,1,1,710,1908.96,191962,0
Zheng Nengliang,Male,34,Shanghai,8,1,1,0,602,7560.61,121011,0
Shei Shiwo,Female,43,Beijing,9,2,1,0,513,29158.66,0,0
Ni Bai,Female,51,Tianjin,10,2,0,0,628,2414.64,141795,1
Kan Jian,Female,44,Beijing,4,1,0,0,706,13358.6,159415,0
Lang Ping,Male,20,Beijing,3,2,1,1,613,28606.83,0,0
Ye Xu,Female,59,Shanghai,0,1,0,1,682,16214.86,150874,0
Cha Buduo,Female,39,Beijing,1,1,1,0,785,31319,160082,1
Kong Pi,Male,32,Shanghai,1,1,0,1,668,21269.86,165369,0
Tan Anwen,Female,64,Tianjin,10,2,1,1,717,4135.79,120986,0
Mao Xi,Male,25,Tianjin,10,2,1,0,775,2690.84,74052,0
Zhao De,Female,66,Tianjin,0,1,0,1,850,22739.89,156358,1
Qiu Liwei,Female,39,Tianjin,7,2,1,0,600,11210.77,108827,0
Zhao Wei,Female,42,Shanghai,8,1,1,1,706,14480.35,117326,0
Xue Baochai,Female,29,Beijing,9,2,1,0,695,21331.82,0,0
Wu Zhihui,Male,43,Tianjin,8,2,0,1,789,28377.1,147175,1
Zhi Fen,Male,24,Beijing,4,2,1,1,778,31129.86,0,0
Wo Bai,Male,23,Tianjin,2,2,0,1,706,24318.74,114761,0
Guo Hechai,Male,45,Shanghai,3,2,1,1,636,30490.21,0,0
Zhen Haowao,Female,52,Beijing,0,2,1,0,626,6149.03,0,1
Tan Anwen,Female,33,Beijing,6,2,1,1,512,16000.37,149673,0
Zhen Dema,Male,72,Beijing,3,1,0,1,683,10110.21,173427,0
Dou Bai,Female,39,Tianjin,6,1,1,1,798,31405.03,147339,0
Tian Ci,Male,45,Beijing,9,2,1,1,628,18520.56,0,0
Zheng Nengliang,Female,40,Beijing,5,1,1,0,444,27502.05,103751,0
Zhang San,Female,36,Beijing,0,1,1,1,850,11992.81,202766,0
Cuo De,Female,36,Shanghai,10,2,0,1,624,35598.55,0,0
Jia Shi,Female,35,Beijing,3,3,1,1,749,25363.26,0,0
Qiu Liwei,Male,61,Shanghai,9,2,1,0,615,28724.25,0,1
Qiu Ba,Male,47,Tianjin,0,2,1,1,669,34785.51,78380,0
Qu Bo,Male,38,Shanghai,9,1,1,0,800,15056.28,0,0
Qi Fei,Male,64,Beijing,0,2,0,1,615,6863.49,100324,0
Shen De,Female,29,Beijing,8,1,1,1,712,7298.28,172410,0
Sheng Shiwu,Female,75,Beijing,3,2,1,1,656,244.14,0,0
We Po,Male,36,Beijing,6,2,1,1,576,9237.85,0,0
De Daogao,Female,30,Tianjin,0,2,0,0,564,25654.9,124175,0
Da Chishi,Male,28,Beijing,9,1,1,0,775,28552.77,136736,0
Chen De,Male,34,Shanghai,8,1,1,0,613,26655.84,144279,0
Wo lIaobu,Female,40,Tianjin,8,2,0,0,749,16507.38,174393,0
Wu Zhihui,Male,29,Shanghai,8,1,1,1,498,8925.02,157273,0
Er Shiduo,Male,29,Beijing,10,2,0,1,513,4878.54,0,0
La Ma,Male,35,Tianjin,6,2,0,1,754,20290.02,121261,0
Li Si,Male,47,Beijing,6,1,1,0,653,9693.29,0,1
Hu Bao,Female,28,Beijing,0,1,1,0,597,24327.6,175528,0
Zhuan Ji,Male,27,Beijing,8,2,1,0,639,36758.57,0,0
Zhen dema,Female,41,Beijing,9,1,1,0,536,23192.95,0,0
Yu Laoren,Male,58,Beijing,6,1,0,1,707,24181.86,110314,0
Tian Tian,Female,39,Beijing,9,1,1,0,644,715.28,0,0
Mao Laoren,Male,36,Beijing,4,1,1,1,435,37670.21,0,0
Wu Zhihui,Male,45,Tianjin,6,2,1,1,727,20015.06,140740,1
Mao Laoren,Female,34,Beijing,7,1,0,0,594,1805.57,174076,0
Cuo De,Male,30,Beijing,4,1,0,1,682,30872.9,0,0
Ping Shide,Female,47,Shanghai,8,1,1,1,649,13655.86,136263,0
Zhao Lao,Female,35,Beijing,0,2,0,1,723,11719.11,0,0
Zhong Guoren,Female,31,Beijing,6,1,1,0,529,2496.03,187342,0
Shei Shiwo,Female,32,Beijing,7,1,1,0,543,21562.51,181126,0
De Daogao,Female,33,Tianjin,0,1,1,0,675,12392.93,174434,1
Tian Tian,Male,39,Beijing,3,1,1,1,609,26462.65,149788,0
Tian Ci,Male,42,Shanghai,10,2,1,0,606,34022.66,0,0
Guan Yu,Female,21,Beijing,2,1,0,0,618,11044.35,154590,0
Zhao De,Male,55,Shanghai,7,2,1,1,653,8024.28,0,0
Zhao Wei,Female,37,Beijing,9,2,1,0,709,3199.53,0,0
Fei Xing,Female,42,Beijing,3,2,0,0,713,15786.8,0,0
San Shaneshi,Female,40,Beijing,4,2,1,1,652,6410.05,98311,0
Mao Laoren,Female,33,Beijing,0,1,1,1,643,35345.48,169508,0
Zen Meban,Female,45,Tianjin,9,1,1,1,652,29327.63,136318,1
Yi Baoduo,Male,32,Tianjin,2,2,0,0,850,10404.62,158237,0
Bao Qiao,Female,28,Beijing,7,2,0,1,524,28126.33,0,0
Wu Shangui,Female,44,Beijing,7,2,1,1,741,36431.12,0,0
Mao Xi,Female,40,Shanghai,6,2,1,1,637,34724.78,0,0
Zhi Fen,Male,47,Beijing,6,1,1,0,850,35830.02,0,1
Guan Yu,Female,32,Shanghai,7,2,1,0,754,17116.77,0,0
Wu Baige,Female,44,Beijing,7,1,1,0,625,916.21,0,0
Qiu Ba,Male,38,Beijing,7,1,1,1,611,12084.51,0,0
Zhao Wei,Female,73,Beijing,8,2,1,1,683,25470.44,169411,0
Lang Ping,Male,36,Beijing,9,1,1,1,584,20232.98,0,0
Zhong Guoren,Male,25,Shanghai,3,1,0,0,793,2022.89,124124,0
We Po,Male,40,Beijing,7,2,1,0,675,6611.34,139247,0
Qiu Liwei,Female,40,Tianjin,4,4,1,0,689,22802.93,96087,1
Tian Tian,Female,38,Tianjin,9,1,1,1,451,32034.16,75623,0
Zhao De,Male,48,Shanghai,0,2,0,1,478,8441.29,102443,1
Zhang San,Female,36,Shanghai,9,2,0,1,605,6791.89,0,0
Dou Bai,Male,56,Tianjin,0,1,1,0,625,8952.97,182664,1
Zhen dema,Female,30,Beijing,3,2,1,1,752,20074.81,0,0
Yi zhi,Female,22,Beijing,9,2,1,1,662,8485.21,0,0
Tan Anwen,Female,37,Beijing,0,1,1,1,515,25386.25,242130,0
Chen De,Female,40,Beijing,2,2,0,0,666,6954.35,0,0
Qi Fei,Female,47,Beijing,9,1,1,1,785,6467.2,150099,1
Ba Genru,Male,43,Beijing,1,1,1,0,751,24076.58,141418,0
Guan Yu,Female,44,Beijing,6,1,1,0,359,28098.6,158360,1
Mao Laoren,Female,36,Tianjin,2,2,1,1,548,26856.59,133964,0
La Ma,Male,50,Tianjin,5,1,0,1,526,30488.88,152807,1
Guan Yu,Male,38,Tianjin,5,1,1,1,732,37430.31,219909,0
Mao Laoren,Male,40,Beijing,1,1,1,1,811,23282.02,124863,0
Huang Jiangang,Female,46,Beijing,7,2,1,1,707,27918.07,156796,0
Tian Tian,Male,37,Beijing,3,1,0,0,474,14473.88,121071,0
Cuo De,Male,42,Shanghai,4,1,1,1,801,2026.44,174596,0
Sheng Shiwu,Male,35,Tianjin,4,1,1,1,479,9034.75,170624,1
Yu Laoren,Male,34,Shanghai,9,1,1,0,433,3764.43,187952,0
Lang Ping,Male,37,Beijing,2,2,1,0,633,34848.59,0,0
Wu Zhihui,Male,29,Beijing,2,2,0,1,589,18799.28,0,0
Tian Ci,Female,36,Shanghai,1,1,1,1,614,14020.85,54187,0
Zhang Jia,Female,38,Beijing,3,2,1,0,641,22268.86,0,0
Kong Pi,Male,42,Beijing,6,1,0,0,645,28643.78,0,0
Shuai Jile,Female,61,Beijing,1,1,1,0,589,11684.23,0,1
Zhang Jia,Female,31,Shanghai,9,1,1,1,733,22072.97,125817,0
Li Si,Male,31,Shanghai,9,1,1,1,634,34318.53,133618,1
Huang Zuihao,Male,33,Beijing,2,2,1,0,820,4410.7,162545,0
Zhang San,Female,29,Beijing,9,1,1,1,836,29397.27,164429,0
Wang Qiang,Male,29,Beijing,5,2,0,0,412,2392.07,0,0
Ke Lian,Female,48,Tianjin,1,2,1,1,705,19020.25,192923,1
Mao Laoren,Male,29,Beijing,4,2,1,0,707,26759.83,0,0
Yi Baoduo,Male,54,Shanghai,10,1,1,1,508,33604.08,0,0
Ping Shide,Male,21,Beijing,4,1,1,1,561,7063.54,0,0
Cuo De,Female,56,Beijing,7,1,1,0,594,5012.59,0,1
De Daogao,Female,43,Beijing,6,2,1,0,732,12568.17,0,0
Zai Jian,Male,35,Shanghai,7,1,1,0,606,20427.73,0,1
Ye Xu,Male,60,Tianjin,9,1,1,0,769,36870.3,183081,1
We Maoqian,Female,30,Beijing,2,2,0,1,683,19215.45,0,1
Guo Hechai,Male,37,Beijing,6,2,1,0,655,339.48,134185,0
Qiu Deba,Male,23,Tianjin,5,2,1,1,701,14648.43,228904,0
Zhao Hu,Female,40,Beijing,10,1,1,1,644,3816.38,171193,0
Wu Baige,Female,55,Beijing,3,1,1,0,721,12593.57,54146,1
Zhuan Ji,Female,45,Shanghai,0,1,1,0,689,37821.03,71075,1
Ba Qiu,Male,55,Beijing,4,1,1,0,826,26792.76,141802,0
Ba Qiu,Male,42,Beijing,2,2,1,1,636,10606.26,0,0
Si Shiba,Male,42,Tianjin,9,2,1,0,468,33014.98,223401,0
Zhen dema,Male,52,Tianjin,9,2,0,0,679,10332.43,167120,0
Si Shi,Female,28,Shanghai,7,1,0,0,661,19559.68,117290,0
Shei Shiwo,Male,27,Tianjin,2,1,1,0,667,31800.7,169780,0
Hu Bao,Female,56,Beijing,1,1,1,0,580,20443.34,161583,1
Er Shiduo,Female,42,Shanghai,9,2,1,0,741,7480.41,148900,0
Qi Lai,Male,28,Beijing,7,1,0,0,599,5963.75,147239,0
Zhuan Ji,Male,36,Beijing,5,2,1,1,636,21333.32,144598,0
Hu Ying,Male,43,Beijing,10,2,0,1,635,34253.25,150304,0
Zhang Jia,Female,26,Beijing,7,1,0,1,655,6122.45,130624,0
We Po,Male,32,Tianjin,5,1,1,0,520,10754.62,135337,0
Hu Bao,Female,27,Beijing,4,1,0,1,674,9702.45,97348,0
Zai Jian,Male,29,Tianjin,4,2,1,1,570,33229.97,150095,0
Zhang Ming,Female,28,Beijing,9,2,0,0,515,18000.33,0,0
Yu Laoren,Male,32,Beijing,9,1,1,0,712,31681.27,123745,0
Li Hong,Female,36,Shanghai,0,2,1,0,624,21339.56,0,0
Er Shiduo,Male,74,Tianjin,5,1,1,0,634,1926.96,133937,0
Shei Shiwo,Male,35,Beijing,7,1,1,1,712,13254.48,153278,0
Qi Lai,Female,35,Beijing,10,2,1,0,618,34500.9,0,0
Sheng Shiwu,Female,47,Beijing,9,2,1,0,558,19844.6,0,0
Tan Anwen,Female,32,Beijing,4,1,1,1,541,21979.23,0,0
Wei Sansi,Male,40,Shanghai,9,2,0,0,718,23238.6,0,0
Qiu Deba,Male,33,Tianjin,1,2,0,1,545,20541.05,163009,0
Yi Baoduo,Male,40,Beijing,8,1,1,0,644,14126.67,114615,0
Zhi Fen,Male,42,Tianjin,0,2,0,1,556,23983.83,142576,1
Kong Pi,Female,25,Beijing,7,2,0,1,542,15753.93,0,0
Mao Laoren,Female,27,Shanghai,2,1,1,0,710,27189.32,166392,0
Wu Baige,Female,37,Tianjin,6,2,0,1,505,23959.43,196633,0
Wu Baige,Female,39,Beijing,3,2,1,1,718,27792.56,0,0
Zhuan Ji,Male,26,Beijing,7,1,1,0,508,29909.06,253333,0
Tan Anwen,Female,31,Beijing,3,1,1,0,560,7611.23,141624,0
Er Shazi,Male,36,Beijing,4,2,1,1,543,27000.09,0,0
Jiu Zheyang,Male,47,Beijing,1,2,0,1,601,18454.67,79249,0
Wo Shishei,Male,37,Beijing,6,1,1,1,570,35900.28,0,0
Zhen dema,Female,37,Beijing,4,2,1,0,453,1711.12,162157,0
Qi Hui,Male,71,Shanghai,4,1,1,1,652,22965.02,0,0
Si Shi,Female,42,Beijing,5,1,1,1,663,14914.81,153290,0
Er Shazi,Male,64,Beijing,9,2,1,1,611,10186.83,0,0
Dao Lema,Female,51,Tianjin,2,4,1,1,641,5145.83,144287,1
Wo Bai,Female,38,Tianjin,2,3,0,0,686,1938.3,115091,1
Zhang Jie,Male,28,Tianjin,1,2,0,1,576,11276.64,146784,0
Ye Xu,Male,40,Shanghai,1,1,1,1,500,29224.85,121775,0
Li Hong,Female,30,Tianjin,0,2,1,1,525,19251.94,194327,0
Wu Baige,Male,45,Beijing,1,1,1,0,578,27418.19,182779,1
Hu Bao,Male,34,Tianjin,4,2,1,1,709,4114.98,182501,0
Ren Gui,Male,24,Beijing,2,1,0,1,712,23180.21,0,0
Zhang Ming,Male,53,Beijing,1,1,1,1,762,32542.14,126100,0
Zhen dema,Male,35,Shanghai,4,1,1,0,781,22261.85,99373,0
Shei Zhidao,Male,22,Beijing,9,2,1,0,524,14226.64,0,0
Ren Shi,Male,47,Beijing,1,2,1,1,649,27838.21,0,0
Te Ke,Male,36,Beijing,1,2,1,1,652,28932.11,0,0
Te Ke,Female,35,Beijing,1,2,1,0,560,707.76,0,0
Ren Shi,Male,27,Tianjin,4,2,1,0,501,25259.03,117258,0
Xue Baochai,Female,35,Beijing,5,1,1,1,850,15486.19,0,0
Shuai Jile,Male,54,Shanghai,1,1,0,1,700,26718.07,97681,0
Qi Hui,Male,35,Beijing,9,1,1,1,763,5998.64,0,0
La Ma,Male,42,Shanghai,5,1,1,0,657,21602.21,51012,1
Kan Jian,Male,36,Shanghai,1,1,0,1,512,25904.82,0,1
Li Hong,Male,28,Shanghai,1,1,0,0,568,8721.13,156566,0
Ji Leyuan,Female,32,Tianjin,2,2,1,1,631,34606.17,180578,0
Qi Moamao,Male,25,Shanghai,7,2,1,0,806,3530,0,0
Zhao Wei,Female,37,Tianjin,6,2,1,1,614,26649.56,118499,1
Xiao Jian,Female,27,Beijing,6,2,1,1,429,4592.82,144288,0
Zhen Shi,Female,39,Beijing,3,2,1,0,579,17941.8,204796,0
Chen De,Male,39,Beijing,6,2,1,1,539,16590.34,0,0
Guan Yu,Male,33,Shanghai,8,1,1,0,732,22922.12,0,0
Qi Fei,Male,38,Shanghai,5,1,1,1,730,31227.05,146206,0
Ni Bai,Male,26,Beijing,8,1,1,1,574,8239.7,119876,0
Ba Qiu,Female,46,Shanghai,3,1,1,1,640,29877.64,0,0
Xue Baochai,Male,38,Beijing,1,2,1,0,706,23399.52,0,0
Qi Moamao,Female,28,Tianjin,1,2,1,0,622,15625.96,176043,0
Mao Laoren,Male,52,Beijing,8,2,0,1,573,34078.21,0,0
Zheng Nengliang,Female,34,Shanghai,9,2,1,1,729,8194.25,65559,0
Zhen dema,Female,42,Beijing,5,1,0,1,695,13799.64,0,1
Zhen Dema,Female,24,Tianjin,2,2,0,1,607,24390.2,134665,0
Qi Hui,Female,35,Tianjin,5,2,0,0,753,3490.39,101418,0
Tian Ci,Female,28,Shanghai,3,1,1,1,660,37871.83,158584,0
Cha Buduo,Male,31,Shanghai,4,2,1,1,470,19845.6,68551,0
Dao Lema,Female,27,Shanghai,1,1,0,1,568,8712.03,143074,0
Di Shioing,Female,21,Beijing,9,2,0,1,741,26627.06,0,0
We Po,Female,31,Tianjin,3,1,0,1,658,27980.73,163594,1
Dao Lema,Female,31,Tianjin,2,1,1,1,821,4865.2,84781,0
Ye Xu,Male,27,Tianjin,2,2,1,0,606,28209,160237,0
Hu Ying,Male,58,Tianjin,2,2,1,0,633,28228.55,157609,1
Zhen Dema,Male,26,Beijing,6,1,1,0,762,33148.35,160427,0
Qiu Deba,Male,20,Tianjin,9,1,1,1,535,22719.99,165896,0
Zhong Guoren,Male,37,Tianjin,6,1,1,0,648,16614.65,162057,0
De Daogao,Male,50,Tianjin,1,2,1,0,610,37576.77,140167,1
Na De,Male,45,Tianjin,5,1,1,1,606,17917.36,78514,0
Ni Bai,Female,44,Tianjin,4,1,1,0,510,5441.92,151377,1
Huang Zuihao,Male,26,Beijing,4,1,1,0,758,32801.53,191560,0
Chen De,Male,37,Shanghai,5,2,0,0,579,22986.45,187222,0
Fei Xing,Male,31,Beijing,4,1,1,0,499,4961.85,0,0
Di Shioing,Female,45,Beijing,7,1,0,1,655,9053.34,70512,0
Yu Laoren,Female,42,Beijing,1,2,0,1,670,5637.45,142633,0
Di Shioing,Male,34,Shanghai,9,1,1,1,529,17821.83,0,0
Di Shioing,Female,37,Beijing,10,1,1,0,581,16560.1,128234,0
Tian Tian,Female,39,Beijing,2,1,1,1,485,13511.5,92668,0
Xue Baochai,Male,33,Tianjin,5,1,1,0,734,11822.15,149935,0
Zhao Lao,Male,39,Tianjin,3,1,1,0,537,6066.7,166431,1
Wu Zhihui,Male,44,Beijing,3,1,0,0,682,4544.24,141797,0
We Maoqian,Male,34,Beijing,2,1,1,0,444,21542.65,177512,0
Lin Daiyu,Female,40,Beijing,3,2,0,1,716,32052.8,0,0
Wo lIaobu,Male,30,Tianjin,7,1,1,0,691,4053.22,143821,0
Bao Qiao,Female,33,Beijing,7,2,0,0,758,15869.3,0,0
Kan Jian,Male,28,Beijing,1,1,0,1,526,24145.66,137847,0
Ye Xu,Male,33,Shanghai,1,1,0,0,717,37183.02,121901,0
Dao Lema,Male,28,Shanghai,1,1,0,1,701,14589.81,127208,0
Zhang San,Male,66,Tianjin,5,1,0,0,716,1925.5,149337,1
Ye Xu,Female,32,Beijing,5,1,1,0,850,23323.65,130737,0
Zhao De,Male,60,Beijing,6,2,1,1,679,14786.18,0,0
Hao Ya,Male,26,Shanghai,3,1,1,0,730,6604.66,0,0
Tian Ci,Female,33,Beijing,1,1,0,1,640,27797.63,205777,0
Xiao Jian,Female,38,Shanghai,6,1,0,1,537,28259.56,174398,0
Ba Qiu,Female,36,Tianjin,0,2,1,0,741,14198.88,157041,0
Ren Gui,Male,25,Shanghai,9,2,0,1,450,37373.48,91312,0
Da Chishi,Male,34,Shanghai,9,2,1,1,684,36379.3,123772,0
Guo Hechai,Female,31,Shanghai,3,1,1,1,850,5931.65,149122,0
Xue Baochai,Male,42,Shanghai,0,1,1,1,617,23103.39,86230,0
Qi Lai,Female,57,Tianjin,9,1,0,0,738,29645.71,182513,1
Ping Shide,Male,38,Beijing,3,2,1,1,681,21508.97,0,0
Xue Qiao,Female,44,Beijing,9,2,0,0,687,19702.14,0,1
Ren Shi,Male,28,Beijing,2,1,1,0,517,34236.37,141527,0
Yi Baoduo,Female,31,Beijing,10,1,1,0,791,4241.7,92864,0
Wei Sansi,Male,20,Shanghai,8,1,1,0,463,24525.5,251194,0
Wang Qiang,Female,37,Shanghai,2,1,0,0,734,6605.87,160398,0
Da Chishi,Male,44,Shanghai,8,2,1,1,695,13570.57,0,0
Tian Ci,Female,37,Shanghai,4,1,0,0,728,867.95,0,0
Qi Lai,Female,39,Beijing,10,2,1,1,554,3516.62,0,0
Tian Tian,Female,52,Beijing,0,1,1,1,713,8866.07,228647,1
Zai Jian,Female,25,Beijing,4,2,0,0,714,15774.53,0,0
Qi Fei,Female,52,Tianjin,6,2,0,1,646,13072.11,137439,0
La Ma,Male,38,Tianjin,8,2,0,1,627,16112.82,131515,0
Ba Qiu,Female,59,Beijing,3,2,1,1,713,11988.54,0,0
Hao Ya,Male,37,Shanghai,4,2,1,1,530,31519,0,0
Ba Genru,Male,48,Beijing,10,1,1,0,664,26801.75,0,1
Er Shazi,Female,29,Beijing,0,1,1,0,570,7092.24,0,0
Ni Bai,Male,37,Shanghai,10,2,1,0,729,19285.38,0,0
Jia Baoyu,Male,56,Beijing,7,1,1,1,850,22786.89,161521,0
Li Si,Male,36,Beijing,2,1,1,1,637,13707.99,187706,0
Sheng Shiwu,Male,33,Tianjin,4,2,0,0,525,10530.19,161159,0
Xiao Jian,Male,40,Beijing,5,1,1,0,623,36877.13,146110,0
Ba Qiu,Female,26,Tianjin,1,2,1,1,638,4491.6,129457,0
Dou Bai,Female,34,Tianjin,3,2,1,1,850,16968.25,159492,0
Zhang Jia,Male,39,Beijing,8,2,1,1,782,6491.33,0,0
Zhen Dema,Male,59,Beijing,7,1,0,1,583,12916.38,156764,0
Qi Hui,Female,26,Tianjin,7,2,1,0,601,9573.72,129783,0
Sheng Shiwu,Female,34,Beijing,8,2,1,0,748,10245.51,0,0
Yi Baoduo,Male,58,Tianjin,7,1,1,1,747,36462.01,143066,1
Mao Xi,Male,41,Shanghai,7,1,0,1,686,37268.42,126382,0
Hao Ya,Female,42,Beijing,4,1,1,1,683,8545.43,182389,1
Yi zhi,Male,46,Tianjin,4,1,1,0,591,31262.77,159001,0
Zen Meban,Female,21,Beijing,7,2,0,0,449,33603.04,0,0
Zhen Dema,Male,36,Beijing,8,1,1,0,834,17205.16,175745,1
Wu Zhihui,Female,39,Beijing,4,2,1,1,542,7890.75,135238,0
Yi Baoduo,Female,48,Shanghai,8,1,1,0,490,35931.41,191158,0
Ni Bai,Male,37,Tianjin,9,2,0,1,545,20064.41,117870,0
Ji Leyuan,Female,27,Beijing,8,1,1,1,555,22324.47,125460,0
Zhao De,Male,28,Shanghai,2,1,1,0,437,29251.89,134268,0
Zhao Lao,Male,52,Shanghai,7,1,0,1,611,14069.82,0,1
Ni Bai,Male,29,Tianjin,1,2,1,1,468,37420.87,137369,0
Jiu Zheyang,Male,35,Tianjin,9,1,1,0,660,36117,140157,1
Shuai Jile,Female,35,Beijing,2,2,0,0,584,3051.43,140615,0
San Shaneshi,Male,38,Shanghai,2,1,1,1,850,32879.68,116422,0
Xiao Jian,Female,40,Shanghai,4,1,1,0,678,3177.58,139967,0
Zhao Wei,Female,34,Tianjin,7,2,1,1,445,13502.48,161231,0
Wu Shangui,Female,31,Tianjin,5,4,0,0,578,35920.88,125569,1
Yi Baoduo,Male,45,Beijing,1,1,1,0,514,11544.01,219958,0
Tian Ci,Female,26,Shanghai,3,2,1,0,604,29684.24,0,0
Yi zhi,Female,35,Shanghai,7,2,1,1,635,12610.25,0,0
Si Shiba,Male,26,Tianjin,8,1,1,1,688,33517.54,179744,0
Shuai Jile,Female,26,Beijing,2,2,0,1,617,32281.9,204116,0
Ren Gui,Male,44,Tianjin,3,1,1,1,831,5381.27,136654,1
Wo Bai,Male,67,Shanghai,6,1,1,1,670,22678.27,195225,0
San Shaneshi,Female,58,Tianjin,1,1,1,1,612,22019.36,184059,0
Da Chishi,Male,26,Beijing,10,2,1,1,509,1181.22,0,0
Qi Fei,Female,41,Shanghai,3,2,1,0,850,13609.81,122933,0
Zhao De,Female,42,Tianjin,8,2,1,0,648,769.98,150036,0
Shei Shiwo,Female,38,Beijing,6,1,0,0,675,26534.79,83721,1
Zai Jian,Female,35,Beijing,0,2,1,1,588,29729.49,0,0
Qiu Liwei,Male,34,Beijing,2,1,1,1,523,9820.01,198754,0
Qi Fei,Male,32,Shanghai,10,2,0,1,555,32238.23,0,0
Wo Bai,Female,52,Beijing,2,1,1,0,774,21657.03,69595,1
Zhang Jie,Male,49,Tianjin,10,1,1,1,710,36953.48,158873,0
Da Chishi,Male,32,Beijing,4,1,1,1,850,34535.75,0,0
Li Hong,Male,36,Tianjin,2,2,1,0,550,33445.87,140069,0
Zhen Dema,Female,45,Shanghai,3,1,1,0,610,7318.7,0,1
Ni Bai,Female,35,Beijing,0,1,1,1,623,9155.01,160585,0
Lin Daiyu,Female,58,Beijing,10,1,1,1,625,36725.06,66140,1
Zhen Dema,Male,67,Shanghai,9,1,1,0,559,33634.98,154881,1
Yu Laoren,Male,38,Beijing,4,1,1,1,682,2996.01,131847,0
Yi zhi,Male,57,Tianjin,6,2,0,1,610,35681.16,131534,0
Da Chishi,Female,50,Beijing,4,2,0,1,705,27755.11,94791,0
Ping Shide,Male,46,Tianjin,9,1,1,0,587,26659.84,132657,1
Shei Zhidao,Male,51,Shanghai,5,2,1,0,550,29429.71,0,0
Tian Tian,Male,23,Tianjin,0,2,1,1,720,19908.25,231069,0
Tian Tian,Male,37,Beijing,1,1,1,1,777,24251.95,0,0
Cha Buduo,Female,35,Tianjin,6,1,0,0,614,13279.96,157563,1
Hu Bao,Female,28,Shanghai,6,1,0,1,540,15429.93,103469,0
Ji Leyuan,Male,29,Beijing,5,1,1,0,662,2089.54,180924,0
Dao Lema,Female,21,Beijing,10,2,1,0,544,1771.08,198677,0
We Po,Female,43,Beijing,4,1,1,0,693,1767.07,187380,0
Ni Bai,Male,33,Beijing,6,2,1,0,803,22117.89,0,0
Wu Baige,Male,34,Tianjin,6,1,1,0,680,12838.04,180099,1
Zhao De,Male,33,Tianjin,5,2,0,0,490,20710,118499,0
Shei Zhidao,Male,30,Shanghai,4,2,1,0,660,24693.89,0,0
Hu Bao,Male,51,Beijing,8,1,1,1,758,22279.17,100504,0
Hu Ying,Male,25,Shanghai,7,2,1,1,650,5428.58,197537,0
Zhen Haowao,Male,26,Beijing,7,2,1,0,686,294.62,0,0
Xiao Jian,Male,47,Beijing,10,2,0,1,537,4872.39,0,0
Li Zhi,Female,50,Tianjin,5,2,1,0,613,2388.83,124529,0
Qi Hui,Female,43,Tianjin,3,3,1,0,539,10669.97,142951,1
Chen De,Male,33,Shanghai,2,1,0,0,660,28761.44,98969,0
Er Shiduo,Female,27,Beijing,5,2,1,1,843,12905.2,0,0
Zhang San,Male,27,Tianjin,6,1,1,0,813,8876.18,136958,0
Yi zhi,Female,39,Shanghai,7,1,1,0,750,16647.74,147066,0
Qi Lai,Male,31,Shanghai,0,1,1,1,564,13911.53,153966,0
Dao Lema,Female,42,Beijing,3,2,0,0,690,13539.31,113871,0
Jia Baoyu,Male,36,Shanghai,5,1,0,1,562,34960.46,0,0
Zhao De,Male,49,Tianjin,4,1,1,1,579,23620.46,208334,0
Cuo De,Male,36,Beijing,4,2,1,0,677,1496.04,0,0
De Daogao,Male,31,Tianjin,9,1,1,0,507,28687.79,137255,0
Shei Shiwo,Female,37,Tianjin,5,1,1,0,730,22675.27,152585,0
Zhao Hu,Female,34,Beijing,2,1,1,0,697,14021.87,155667,0
